"X1SEX","X1RACE","X1MOMRESP","X1MOMEDU","X1MOMRACE","X1DADRESP","X1DADEDU","X1DADRACE","X1HHNUMBER","X1SES","X1MTHUTI","X1MTHEFF","X1MTHINT","X1SCIUTI","X1SCIEFF","X1SCIINT","X1SCHOOLBEL","X1SCHOOLENG","X1STUEDEXPCT","X1PAREDEXPCT","X1TMRACE","X1TMCERT","X1LOCALE","X1REGION","X1SCHOOLCLI","X1COUPERTEA","X1COUPERCOU","X1COUPERPRI","X3TGPA9TH","S1NOHWDN","S1NOPAPER","S1NOBOOKS","S1LATE","S1PAYOFF","S1GETINTOCLG","S1AFFORD","S1WORKING","S1FRNDGRADES","S1FRNDSCHOOL","S1FRNDCLASS","S1FRNDCLG","S1HRMHOMEWK","S1HRSHOMEWK","S1HROTHHOMWK","S1SUREHSGRAD","P1BEHAVE","P1ATTEND","P1PERFORM","P1HWOFTEN","X4EVERDROP","X4PSENRSTLV"
"1","8","1","4","8","0","0","0","4",0.4073,0.9,1.62,0.49,1.27,1.83,0.61,1.59,1.39,"10","10","8","1","1","2",0.79,1.56,1.15,1.1,4,"1","1","1","1","4","4","2","4","1","1","1","1","2","3",3,"1","1","1","1","1","0","1"
"1","6","1","4","3","0","0","0","4",-0.4439,0.9,0.66,-0.68,-1.32,0.25,-0.56,0.75,-0.09,"8","6","8","5","4","3",-0.82,0.03,1.15,0.11,2.5,"3","2","1","2","3","3","4","4","1","1","1","1","1","1",1,"1","1","1","1","2","0","1"
"1","8","1","3","8","0","2","8","5",0.077,1.31,1.62,0.96,0.71,0.25,0.54,1.59,1.39,"8","6","8","1","4","2",-0.01,-0.8,1.15,1.1,3,"1","1","1","1","4","4","4","3","1","1","1","1","5","2",5,"1","1","1","1","3","0","1"
"0","8","1","2","8","0","2","8","3",-0.561,-0.3,-1.41,-0.66,0.1,-0.17,-0.28,-0.73,-0.2,"2","2","8","1","4","3",0.22,-0.21,0.68,-0.26,1.5,"2","2","2","2","3","3","3","2","1","2","1","2","1","3",1,"1","1","1","1","3","0","2"
"1","2","0","1","2","1","1","2","7",-1.4004,-0.3,-0.29,0.93,0.1,-0.17,0.49,1.59,0.63,"11","6","8","1","1","3",0.36,-0.6,-0.9,-0.75,3,"3","1","1","1","2","3","2","3","1","1","1","1","1","1",1,"2","1","1","1","1","0","0"
"1","8","0","0","0","1","1","8","2",-0.8297,0.9,1.34,0.14,0.1,0.69,1.71,1.59,0.23,"7","10","8","2","3","3",0.78,-0.62,-0.21,0.35,3,"2","1","2","2","4","4","4","4","1","1","1","1","1","2",2,"1","1","1","1","1","0","1"
"1","5","0","1","5","1","1","5","6",-0.9861,0.67,-2.53,-1.13,1.69,-1.33,-1.51,-0.75,-1.66,"11","8","8","5","3","4",-0.13,-0.83,-1.38,-1.11,2,"3","2","3","4","2","2","3","2","1","1","1","1","1","1",1,"2","1","2","1","3","0","0"
"1","5","0","2","5","1","2","5","5",-0.1845,0.9,1.34,1.02,1.27,1.12,1.38,1.1,1.01,"10","8","3","0","1","2",1.01,-0.32,-0.08,-0.01,2.5,"2","1","1","1","4","4","3","4","1","1","1","1","1","1",2,"1","1","1","1","5","0","0"
"0","8","0","4","8","1","4","8","3",0.6593,-1.9,-0.17,-1.04,-1.88,-1.33,-0.66,0.05,1.01,"6","6","8","1","1","3",-0.65,-0.25,0.14,0.05,3,"2","1","1","1","3","3","3","4","1","1","1","1","1","1",1,"1","2","1","1","2","0","1"
"1","2","0","2","8","1","2","8","3",0.3094,-0.7,0.1,0.87,-0.33,-0.48,0.54,-0.39,1.09,"8","8","8","1","2","1",-1.04,0.03,1.02,1.1,4,"1","1","1","2","4","3","3","3","1","2","1","1","2","2",2,"1","1","1","1","2","0","0"
"1","8","1","2","8","0","3","8","4",-0.2739,-0.13,0.51,-0.29,-0.76,-0.48,-0.28,1.34,-0.2,"11","8","8","0","3","1",0.2,1.27,1.15,1.1,4,"2","2","2","2","3","3","3","3","2","1","1","1","2","2",2,"1","1","1","1","4","0","0"
"0","8","0","0","0","1","2","8","2",0.2157,-0.7,0.1,-0.66,-1.5,-1.75,-2.26,-0.64,-1.91,"2","6","8","1","4","1",-0.65,-1.37,1.15,-0.4,2.5,"3","4","3","2","3","3","3","2","2","2","2","2","1","1",1,"2","2","2","1","2","1","0"
"0","8","1","2","5","0","0","0","3",-0.7046,-0.7,1.34,0.19,0.1,1.53,0.16,-1.08,1.39,"10","10","8","1","2","2",-4,-0.52,-1.38,-1.11,4,"1","1","1","1","4","4","3","4","1","2","1","1","6","3",4,"1","1","1","1","1","0","1"
"1","8","0","4","8","1","5","8","4",1.3182,-1.74,0.66,-0.18,-2.49,-2.48,-0.99,1.59,0.24,"8","10","8","1","2","4",1.61,0.86,1.15,1.1,4,"1","3","1","2","4","4","3","4","1","1","1","1","1","2",3,"1","1","1","1","3","0","1"
"0","5","1","3","5","0","2","5","5",0.6255,0.67,-0.2,-1.16,1.69,0.25,-1.07,0.21,1.01,"10","10","5","1","1","3",0.14,1.07,1.15,1.1,2.5,"2","1","1","1","4","4","4","4","1","1","1","1","2","2",4,"1","1","2","2","2","0","2"
"0","8","1","3","8","0","3","8","4",-0.1648,-0.3,-0.61,0.14,0.1,0.25,0.16,0.21,0.23,"10","6","8","1","1","3",0.83,0.11,0.61,1.1,3,"2","1","2","2","4","4","4","4","1","1","1","1","2","2",3,"1","1","1","2","3","0","1"
"1","8","0","4","8","1","4","5","5",0.6366,1.31,1.34,0.17,1.27,1.53,0.59,-0.37,0.6,"10","8","8","1","1","4",-2.33,0.81,0.14,-0.03,4,"1","1","2","2","4","4","3","4","1","2","1","1","1","2",3,"1","1","1","1","2","0","1"
"0","5","1","3","5","0","3","8","5",0.4587,1.31,1.34,1.69,1.69,1.53,1.64,1.59,0.96,"11","4","8","1","3","2",-0.39,0.81,-0.15,0,2.5,"1","2","1","1","4","4","4","4","1","1","1","1","1","2",2,"1","1","1","1","1","0","2"
"0","2","0","2","2","1","2","5","3",-0.282,1.31,0.49,-0.29,0.71,0.25,-0.23,0.45,-0.28,"8","5","8","1","2","3",0.25,-1.09,-0.81,-1.66,2.5,"3","2","2","1","4","4","4","4","1","1","1","1","1","2",2,"1","1","1","1","2","1","1"
"1","8","1","3","8","0","4","8","6",0.1859,-0.3,0.1,1.6,-1.5,-1.33,-0.67,-0.12,0.71,"6","6","8","1","2","4",-1.58,0.78,0.74,1.1,3.5,"2","1","1","2","3","3","3","1","1","1","1","1","1","1",1,"1","1","1","1","3","0","1"
"0","8","1","4","8","0","7","8","5",1.7484,-0.3,0.1,0.56,-0.04,0.25,-0.23,0.98,-0.22,"10","8","8","1","1","3",1.44,1.27,1.15,1.1,2.5,"3","3","1","1","4","4","4","3","1","2","1","1","6","4",5,"1","1","1","1","3","0","1"
"0","8","0","3","8","1","3","8","3",0.2937,0.27,1.62,0.82,0.52,1.83,1.38,1.1,0.59,"8","8","8","1","4","3",-0.38,-0.05,-0.21,-0.01,3.5,"2","2","1","1","3","4","3","4","1","1","1","1","1","2",2,"1","2","1","1","2","0","2"
"0","8","0","0","0","1","2","8","5",-0.6785,1.31,0.55,0.49,1.69,-0.59,0.16,-0.39,0.59,"2","11","8","1","3","2",-0.35,-0.8,-0.08,-0.01,1,"2","2","1","1","3","3","3","2","1","2","1","2","1","1",1,"1","2","1","1","3","1","0"
"0","8","1","5","8","0","4","8","4",1.1252,-0.3,-0.17,0.17,0.1,0.25,-0.23,-1.28,0.59,"8","8","8","1","1","3",1.34,-1.09,-1.5,-1.25,3.5,"2","2","1","1","3","3","3","3","2","2","1","2","2","2",2,"2","1","1","1","2","0","1"
"1","8","1","2","8","0","3","8","3",0.1505,-0.3,-0.17,0.96,1.69,1.42,0.54,1.59,0.96,"11","6","8","0","4","3",0.04,1.56,1.15,1.1,2.5,"1","2","1","1","4","4","4","4","1","1","1","1","1","6",2,"1","1","1","1","4","0","1"
"0","2","0","2","8","1","4","9","4",-0.3965,0.9,0.51,0.26,0.1,-0.48,-0.61,0.65,-0.05,"11","2","8","5","2","1",0.84,-0.32,0.34,-1.11,3,"2","3","2","2","3","4","3","3","1","2","1","1","2","2",2,"1","2","2","2","3","0","1"
"1","6","1","4","8","0","0","0","4",-0.2316,1.31,1.62,1.69,1.69,0.25,1.25,-0.12,0.71,"8","10","8","1","1","3",-1.51,0.3,0.45,1.1,2.5,"2","1","1","2","4","4","4","4","1","1","1","1","2","1",4,"1","2","3","1","1","0","1"
"1","2","1","2","2","0","0","0","4",-0.7161,-1.33,-1.02,0.19,-0.89,-0.9,-1.38,-1.2,0.63,"6","10","8","1","2","1",-0.54,0.8,1.15,0,3,"3","1","1","1","3","2","2","3","2","2","1","1","1","1",2,"1","1","1","1","1","1","1"
"0","8","1","3","8","0","0","0","3",0.5832,-1.33,-1.41,-0.96,-0.33,0.25,-0.23,-1.11,0.63,"6","10","8","1","1","3",1.53,0.99,-0.3,0.58,2,"3","1","1","1","2","3","3","4","2","2","2","2","1","1",1,"1","1","1","1","3","0","2"
"1","8","1","5","8","0","4","8","5",1.0829,-0.3,-0.97,-0.66,0.1,-0.05,-0.28,1.23,0.33,"8","10","8","1","2","3",1.67,0.26,0.68,1.1,3,"3","1","1","2","3","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","2","0","1"
"1","8","1","1","8","0","1","8","6",-1.5882,1.31,-0.69,0.19,-0.89,-0.91,-1.5,0.73,1.01,"2","2","8","5","1","3",-0.57,-0.8,-1.38,-1.11,2,"2","1","1","1","2","2","3","2","1","2","1","2","1","1",1,"3","1","1","1","3","1","2"
"1","5","1","1","4","0","1","4","6",-1.2407,0.27,0.94,0.93,0.15,0.67,0.16,-1.17,-0.18,"2","11","8","1","2","3",-0.27,-0.11,0.33,0.03,2.5,"1","4","1","2","3","3","2","2","1","2","1","1","2","2",2,"1","1","1","1","1","0","2"
"1","8","1","5","8","0","0","0","2",0.8512,1.31,0.1,1.32,0.71,0.25,0.86,1.59,0.9,"10","10","8","1","4","3",-0.19,-0.23,1.15,1.1,3.5,"1","1","2","1","4","4","4","4","1","1","1","1","2","2",2,"1","1","1","1","4","0","1"
"1","8","1","4","8","0","4","8","4",1.141,0.27,0.55,-1.68,1.27,-0.16,1.7,0.45,1.39,"11","10","8","1","3","3",0.91,0.87,1.15,1.1,3.5,"1","1","1","1","3","4","4","4","1","2","1","1","4","4",4,"1","1","1","1","2","0","1"
"0","8","1","1","8","0","2","8","4",-0.5945,0.9,1.21,1.69,1.69,1.83,2.03,1.1,-1.14,"6","8","8","1","4","3",1.14,1.17,0.74,1.1,2,"4","2","3","1","4","4","4","4","2","2","1","2","1","1",1,"1","1","1","4","1","0","0"
"0","8","1","2","8","0","0","0","2",0.1886,0.34,0.1,0.57,0.71,-0.05,0.12,-0.64,-0.58,"8","6","8","1","2","3",-2.91,1.09,0.55,0,3,"3","2","2","2","3","3","3","3","1","2","1","1","1","1",2,"2","1","1","1","4","0","2"
"1","5","1","4","5","0","4","5","6",0.5695,-0.3,-1,-0.74,0.71,1.83,1.31,0.21,0.71,"10","10","8","1","2","2",-2.53,-1.09,-1.38,-1.11,4,"2","1","1","2","4","3","2","3","1","1","1","1","1","1",2,"1","1","1","1","1","0","1"
"1","3","1","3","3","0","0","0","4",0.2206,0.9,1.62,1.72,-0.47,0.25,0.93,0.21,0.03,"8","10","8","1","2","1",-1.54,-0.6,-1.03,-1.11,3,"3","1","1","3","3","3","3","3","2","2","2","2","3","3",3,"1","1","1","1","4","0","1"
"1","8","1","2","8","0","2","8","3",-0.4667,-1.74,1.34,-2.16,-0.33,1.83,2.03,-1.23,1.01,"4","4","8","1","4","3",-0.38,0.03,-0.49,-1.11,3.5,"2","1","1","1","4","3","1","4","1","1","1","1","2","1",1,"1","1","1","1","3","0","1"
"0","8","1","5","8","0","2","8","4",0.7292,-0.3,0.55,0.49,0.15,-1.74,-0.24,-0.61,1.01,"8","8","8","1","1","3",0.3,0.51,1.15,1.1,3.5,"2","1","1","1","3","4","3","4","2","1","1","1","1","4",3,"1","1","1","1","3","0","1"
"0","8","0","4","8","1","2","8","4",0.8486,-0.13,1.62,0.49,0.71,-0.18,0.09,-0.04,1.09,"10","8","8","1","2","2",-2.48,-0.8,-1.5,-1.25,4,"1","1","1","2","4","4","4","4","1","2","1","1","1","1",1,"1","1","1","1","3","0","1"
"0","8","1","4","6","0","7","3","4",1.0997,-0.36,-0.44,-0.16,-0.89,-0.48,-1.07,-0.73,-0.58,"11","8","8","1","1","4",-3.72,-4.92,0.42,-1.6,1,"3","2","2","2","3","3","3","3","1","2","1","1","2","3",2,"2","1","1","1","5","1","0"
"1","5","1","2","5","0","0","0","2",-1.3682,0.9,-0.17,0.31,0.23,1.83,0.16,-0.04,-0.28,"10","8","8","1","4","3",-0.15,0.03,1.15,0.11,2.5,"3","2","2","1","3","3","3","3","1","1","1","1","2","2",2,"1","1","1","1","1","0","3"
"1","5","1","2","5","0","2","8","4",0.309,0.11,-0.69,-0.16,0.1,0.25,0.16,1.23,1.01,"8","11","8","0","2","3",1.51,0.36,0.68,1.1,2.5,"2","1","1","1","3","3","3","3","1","1","1","1","2","2",1,"1","1","1","2","3","0","1"
"0","8","0","2","8","1","2","8","4",-0.5301,1.31,1.62,2.08,1.69,0.68,0.93,1.59,1.01,"11","4","5","3","2","4",0.08,-1.09,-1.38,-1.11,2,"2","1","1","1","1","4","4","4","1","1","1","1","1","1",1,"1","2","1","3","2","0","0"
"1","8","0","2","8","1","2","8","5",-0.2302,-0.3,-1.41,-1.01,-0.33,-1.33,-0.23,-1,0.71,"2","2","8","1","2","1",-0.38,0.46,1.02,0.95,2,"2","1","1","2","2","3","3","3","2","2","1","1","1","1",1,"2","1","1","2","3","0","2"
"0","8","1","7","8","0","7","8","5",2.515,0.9,0.49,0.86,1.69,1.83,2.03,1.59,1.09,"10","10","8","1","1","2",-2.35,-0.09,0.55,-1.11,3.5,"1","1","1","2","4","4","4","4","1","1","1","1","2","2",2,"1","1","1","1","2","0","1"
"0","8","1","4","8","0","2","8","3",0.7119,-0.7,-0.17,-0.66,0.84,0.25,0.5,1,0.59,"10","6","8","1","1","3",-1.8,1.09,-0.09,0.03,3.5,"2","2","1","1","4","4","4","3","1","1","1","1","1","1",2,"1","1","1","1","2","0","1"
"1","5","1","1","5","0","1","5","3",-0.8344,0.34,-0.17,0.93,0.28,-1.33,-0.23,-0.39,0.23,"10","10","8","3","2","4",-1.46,-1.71,-0.9,0.18,3,"2","1","2","2","3","2","2","4","1","1","1","1","2","2",2,"1","1","1","1","1","0","1"
"1","8","1","3","8","0","4","5","4",0.3941,-0.3,-1.02,0.14,-0.47,-0.05,0.16,0.43,1.39,"11","8","8","1","2","3",1.51,0.36,0.68,1.1,2.5,"1","1","1","1","4","4","4","3","1","1","1","1","1","1",1,"1","1","1","1","1","1","0"
"1","3","0","2","3","1","1","3","3",-0.4679,-0.7,-0.44,1.32,0.66,1.83,0.93,-0.67,1.01,"6","10","8","1","4","3",-1.84,-1.09,0.01,0.4,1.5,"2","1","1","1","2","4","4","4","1","1","1","1","1","3",1,"1","2","4","1","3","0","2"
"0","3","1","2","3","0","0","0","5",-0.5621,-0.3,-1.24,-0.66,0.1,1.83,-1.05,-0.12,0.29,"6","10","8","1","1","2",-0.89,-0.8,-0.83,-0.59,1.5,"2","2","1","2","1","4","4","4","1","2","1","1","1","1",1,"1","2","1","1","3","1","1"
"0","2","0","4","2","1","4","2","4",0.7585,-0.3,1.23,1.05,0.71,0.67,0.54,-0.39,0.59,"4","8","8","3","2","2",0.69,0.51,0.14,-1.11,3,"2","2","1","1","2","3","3","3","1","2","1","1","1","1",2,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","7","8","8",2.0218,-0.13,0.1,-0.66,1.69,1.83,2.03,1.59,1.39,"8","10","8","1","2","2",1.74,-0.07,1.15,1.1,4,"1","1","1","1","4","3","4","4","1","1","1","1","1","2",2,"1","1","1","1","3","0","1"
"1","3","1","3","3","0","0","0","3",-0.5434,1.31,1.62,0.56,0.1,1.12,-0.28,1.59,0.03,"8","10","8","1","2","2",-0.81,0.81,-0.15,1.1,2.5,"3","1","1","3","3","4","3","4","1","1","1","1","1","1",1,"1","2","1","2","2","0","2"
"1","2","0","4","2","1","4","2","5",0.7325,0.27,-0.17,1.22,1.08,1.53,1.7,1.1,1.09,"10","10","8","1","2","3",-0.52,-0.62,-1.25,-0.69,3.5,"1","1","1","2","4","4","4","4","1","2","1","1","2","2",1,"1","1","1","1","3","1","1"
"0","8","1","2","8","0","2","8","7",0.0999,0.9,0.1,-0.18,1.27,0.25,0.61,0.73,0.29,"6","6","8","1","2","4",-1.98,1.09,1.15,1.1,2.5,"2","2","1","2","3","3","3","3","1","2","1","1","1","1",1,"1","1","1","1","3","0","0"
"0","8","0","4","8","1","2","8","3",0.1056,-0.3,-0.17,-0.18,-1.45,-0.05,-0.28,-0.39,-0.2,"9","6","8","1","2","1",-1.04,0.81,0.26,1.1,2.5,"2","2","2","2","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","4","0","1"
"0","8","0","0","0","1","4","8","2",-0.0372,-0.36,1.34,0.66,0.15,-0.46,0.21,1.59,-0.2,"8","11","8","1","4","2",-1.23,1.56,1.15,1.1,3.5,"2","2","2","2","3","3","3","4","2","2","1","1","1","1",2,"1","1","1","1","3","0","1"
"1","8","1","4","8","0","4","8","5",0.6086,-1.33,-1.41,-0.66,0.1,-0.05,-1.05,0.03,-0.94,"6","6","8","1","2","3",-0.15,1.07,0.74,0.69,3,"3","4","1","2","3","3","4","3","2","2","1","1","2","2",1,"1","1","1","1","1","0","1"
"0","8","1","4","8","0","3","8","6",-0.1745,0.27,-1.41,-0.66,-0.89,-0.05,-0.62,-0.95,-0.9,"4","11","8","1","4","3",-1.8,0.31,-0.27,0,1,"4","3","1","2","3","3","3","3","2","2","1","1","1","1",1,"1","3","1","4","4","1","1"
"1","8","1","5","8","0","0","0","2",0.984,-0.7,-0.17,-0.34,-0.89,-1.63,0.16,1.59,-1.02,"6","6","8","1","2","3",1.67,0.26,0.68,1.1,3,"4","4","1","1","1","4","4","4","1","2","1","1","1","1",3,"1","2","1","3","2","0","2"
"0","8","1","2","8","0","0","0","2",-0.7901,-0.3,-0.8,-0.29,0.1,-0.6,-1.5,-4.35,1.09,"11","2","8","1","4","3",-1.6,0.17,0.39,0.04,1.5,"1","1","1","2","1","2","3","4","1","1","1","1","1","1",1,"2","1","1","1","2","1","0"
"1","8","1","4","8","0","2","8","7",0.4748,0.27,0.51,1.6,0.1,0.25,0.16,-0.92,-1.49,"8","10","2","1","2","3",0.01,-1.29,-2.07,-0.75,3.5,"3","3","3","2","4","4","3","4","1","1","1","1","2","2",2,"1","1","1","1","1","0","0"
"0","5","1","2","4","0","2","4","6",-0.6553,-0.47,0.1,-1.63,-1.32,-0.05,-1.42,-1.77,-0.64,"11","8","8","1","4","4",-1.13,-0.8,0.14,-0.25,2,"3","1","3","2","3","3","3","2","1","1","1","1","1","1",2,"2","1","2","2","3","0","2"
"1","8","1","5","8","0","4","8","4",0.7354,0.27,-0.17,-1.51,-0.89,0.25,-1.89,0.19,1.01,"8","6","8","1","1","3",-0.74,0.62,-0.27,0,3.5,"2","1","1","1","3","4","4","3","1","1","1","1","2","1",2,"1","1","1","1","2","0","0"
"1","3","1","4","3","0","4","3","5",0.7485,-0.76,-0.17,0.49,-0.89,-0.46,-0.28,0.9,1.09,"10","10","8","1","2","1",1.53,-4.09,1.15,1.1,3,"1","1","1","2","4","4","3","4","2","2","1","1","2","2",4,"1","1","1","1","2","0","1"
"0","8","0","4","8","1","2","8","4",0.8313,0.9,0.55,1.04,0.66,1.53,0.91,0.49,-0.52,"6","8","8","2","1","2",0.35,-0.19,0.26,0.59,3,"3","3","1","2","2","4","2","3","1","2","1","1","2","1",3,"1","1","1","1","5","0","1"
"0","3","1","4","3","0","0","0","3",0.6195,-1.17,-1.68,-1.86,-0.33,-0.49,0.16,-1.28,-1.26,"8","8","8","1","2","2",-0.77,-1.44,0.89,-1.75,2,"4","2","2","3","3","3","3","3","1","2","2","1","1","1",1,"1","2","1","2","3","0","0"
"1","5","0","0","0","1","3","5","4",-0.0634,-1.33,-0.17,-1.68,-1.32,-0.89,-1.44,1,1.01,"6","10","8","1","2","1",1.74,-1.38,0.89,0.8,3,"2","1","1","1","4","4","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","0"
"1","2","1","4","2","0","4","2","3",0.8266,0.9,-0.17,0.49,0.71,-0.05,2.03,0.77,0.29,"6","6","8","1","4","3",-0.38,-0.05,-0.21,-0.01,4,"2","2","1","2","3","4","4","4","1","1","1","1","2","2",2,"1","1","1","1","1","0","4"
"0","8","1","4","8","0","4","8","5",1.0672,-0.36,-0.3,-0.66,-0.28,-1.63,-1.51,-0.73,-0.58,"11","6","8","1","4","3",0.84,-0.32,0.34,-0.01,3,"3","2","2","2","3","3","3","3","2","2","2","1","1","1",1,"1","1","1","1","1","0","1"
"1","3","0","4","3","1","3","3","6",0.5217,-0.13,0.1,0.87,-0.89,0.25,-0.93,-0.37,1.39,"7","10","8","1","2","3",-1.19,0.3,0.33,0.54,2,"1","1","1","1","2","2","2","4","1","1","1","1","2","1",2,"1","1","1","1","3","0","1"
"0","8","0","1","8","1","2","8","6",-0.7219,-0.7,0.1,0.85,-0.33,-1.33,-1.4,0.36,-0.2,"8","10","8","1","4","3",-0.07,0.75,1.15,1.1,3.5,"2","2","2","2","3","3","3","3","1","1","1","1","2","3",3,"1","1","1","1","3","0","0"
"1","8","1","4","8","0","5","8","6",1.2556,-0.3,0.1,0.55,0.1,-0.89,-0.17,-0.29,-1.41,"8","10","8","1","1","3",1.44,1.07,1.15,1.1,3.5,"2","3","3","3","3","3","3","3","1","1","1","1","3","3",3,"1","1","1","1","2","0","1"
"1","3","1","1","3","0","1","3","4",-1.1618,0.34,0.1,1.25,1.69,1.09,1.7,-0.87,1.39,"10","10","8","1","1","3",-2.24,-0.8,-1.38,-1.11,2.5,"1","1","1","1","2","4","2","3","1","2","1","1","1","1",2,"1","1","1","1","5","0","2"
"1","8","1","2","8","0","2","8","5",-0.2293,-0.3,0.1,0.19,-0.33,-1.33,0.16,-0.39,0.71,"8","11","8","1","2","4",-0.3,-0.8,-1.38,-0.75,2.5,"2","1","1","2","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","0"
"1","8","1","2","8","0","0","0","3",-0.43,0.5,0.1,0.19,-0.89,-0.59,-1.38,-0.37,0.52,"11","6","8","1","4","3",-0.52,-0.8,-2.67,-2.2,3.5,"2","1","2","1","3","3","1","3","1","1","1","1","2","2",2,"1","1","2","1","1","0","1"
"0","8","0","2","8","1","4","8","8",0.4748,0.9,1.62,1.69,0.71,0.69,0.56,0.98,1.01,"8","4","8","1","1","2",-2.35,-0.09,0.55,-1.11,1.5,"2","1","1","1","3","3","3","3","1","1","1","1","2","2",2,"1","1","1","2","2","0","0"
"0","8","0","2","8","1","3","8","4",-0.2578,1.31,-0.58,-2.46,0.71,0.25,1.64,0.05,-0.58,"8","2","8","1","3","2",0.47,-1.9,-0.68,-2.36,2,"3","2","2","2","4","3","2","3","2","2","1","2","1","2",2,"1","1","1","2","3","0","2"
"1","8","0","5","8","1","4","8","4",1.2984,-0.7,0.1,0.93,-0.33,-1.33,-1,-0.95,0.23,"8","6","8","1","4","4",-2.12,0.9,0.68,0.26,2.5,"2","1","2","2","3","3","3","3","1","2","1","1","2","2",1,"1","1","1","1","3","0","1"
"1","8","1","2","8","0","2","8","4",-0.6094,0.9,0.1,0.55,1.27,0.38,1.31,-1.41,0.23,"6","8","8","1","1","2",-1.25,-0.52,0.34,-0.01,3.5,"2","1","2","2","3","3","1","3","1","1","1","1","1","1",2,"1","1","3","2","3","1","1"
"1","8","1","2","8","0","4","8","4",0.634,-1.33,0.1,2.08,-0.33,-1.74,-0.17,1.34,0.59,"11","8","8","1","3","1",-1.76,-1.09,-0.15,0,3.5,"2","2","1","1","3","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","2","0","1"
"0","2","0","5","8","1","2","8","5",0.732,0.27,0.9,1.23,-0.47,0.38,0.16,0.21,0.23,"2","8","8","1","4","1",-1.69,-0.94,-1.02,-2.45,3,"2","1","2","2","3","3","3","3","1","2","1","1","1","1",1,"1","1","1","1","3","0","2"
"0","8","1","3","8","0","2","8","4",0.0967,-0.7,0.1,-0.96,-3.1,-1.33,-2.59,-0.64,0.71,"2","4","8","1","4","2",-2.83,-1.24,-0.49,-1.11,4,"2","1","1","2","2","2","2","2","1","2","1","1","1","2",1,"1","2","1","3","2","0","1"
"0","2","1","5","8","0","7","8","4",1.8948,-0.7,1.62,-0.18,-0.33,0.25,0.16,1.34,0.23,"10","10","8","1","2","2",1.09,-0.11,-0.08,-0.16,3.5,"2","1","2","2","4","4","4","3","1","1","1","1","1","1",2,"1","1","1","1","3","0","1"
"0","5","1","1","4","0","2","0","4",-0.8671,0.9,1.34,0.49,1.69,1.83,1.64,1.59,-0.72,"10","10","8","1","2","4",-0.17,0.29,0.14,0.54,4,"4","1","3","1","1","3","4","4","1","1","1","1","1","1",3,"1","1","1","1","1","0","1"
"1","8","1","2","8","0","2","8","4",-0.2751,-2.37,-0.97,-0.66,1.69,0.25,0.49,1.1,-1.24,"10","10","5","1","2","3",-0.83,-0.8,-1.5,-1.11,2.5,"3","1","3","4","3","4","3","3","2","2","1","1","1","3",2,"1","1","1","1","3","0","1"
"1","2","1","3","2","0","0","0","3",0.5794,0.5,0.1,-0.71,0.84,1.83,-0.74,-1.56,0.71,"8","8","8","1","2","3",-1.5,0.03,0.32,-1.61,3,"2","1","1","2","4","2","2","3","1","1","1","1","2","1",2,"1","1","1","1","1","1","2"
"0","5","1","2","4","0","3","4","4",-0.8035,-0.3,-0.97,-1.38,0.1,0.25,-0.23,-0.39,1.01,"2","4","8","1","1","1",-0.72,-0.8,-0.08,-0.01,1.5,"2","1","1","1","2","3","3","3","1","1","1","1","2","1",3,"1","1","3","2","4","0","0"
"1","3","0","0","0","1","2","3","6",-1.1394,1.31,-0.17,0.96,1.69,-0.05,0.93,1.59,1.39,"11","10","8","2","2","3",0.1,-1.36,-1.92,-1.11,2,"1","1","1","1","4","4","4","4","1","1","1","1","2","2",2,"1","1","2","1","4","0","1"
"0","8","1","5","8","0","4","8","6",0.9488,0.27,-0.56,-0.18,-0.28,-0.17,0.16,-0.73,0.29,"11","8","8","1","4","1",-1.69,-0.94,-1.02,-2.45,3.5,"2","2","1","2","3","4","2","3","1","2","1","1","2","1",2,"1","2","1","1","1","0","1"
"1","8","1","3","6","0","2","8","3",-0.4915,-0.3,-0.17,0.19,-0.33,-0.46,-0.61,-1.13,-0.58,"8","11","8","1","4","3",-0.86,-1.56,-1.79,-1.25,3,"3","2","2","2","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","3","1","0"
"1","8","1","4","8","0","7","8","4",1.7325,0.27,0.1,0.55,-0.33,1.1,1.64,1.59,0.23,"10","6","8","1","2","4",1.61,1.27,1.15,1.1,3.5,"2","1","2","2","4","4","3","4","1","1","1","1","2","2",3,"1","1","1","1","4","0","1"
"1","6","1","4","5","0","3","3","4",0.2968,0.9,-0.73,1.34,1.69,-0.59,1.38,0.77,-0.22,"2","5","8","1","1","4",-1.23,-0.05,-0.15,0,3.5,"3","3","1","1","3","3","3","3","2","1","1","1","3","2",4,"2","1","1","3","2","0","1"
"1","8","1","3","8","0","0","0","3",-0.652,0.5,-0.17,-1.01,-0.33,0.25,0.54,0.65,1.01,"11","6","8","1","4","1",0.36,-0.81,0.14,-0.31,3,"2","1","1","1","3","3","3","3","1","1","1","1","2","1",3,"1","1","1","1","3","0","1"
